Date,Parameter,Value,Unit
2021-01-31 08:07:13,PRESENCE,1,
2021-01-31 08:13:10,PRESENCE,0,
2021-01-31 08:28:04,PRESENCE,1,
2021-01-31 08:34:08,PRESENCE,0,
2021-01-31 11:21:10,PRESENCE,1,
2021-01-31 11:26:01,PRESENCE,0,
2021-01-31 11:33:44,PRESENCE,1,
2021-01-31 11:39:27,PRESENCE,0,
2021-01-31 11:41:51,PRESENCE,1,
2021-01-31 11:55:18,PRESENCE,0,
2021-01-31 11:58:25,PRESENCE,1,
2021-01-31 12:05:14,PRESENCE,0,
2021-01-31 12:06:26,PRESENCE,1,
2021-01-31 12:13:59,PRESENCE,0,
2021-01-31 12:14:28,PRESENCE,1,
2021-01-31 12:20:14,PRESENCE,0,
2021-01-31 12:25:16,PRESENCE,1,
2021-01-31 12:32:19,PRESENCE,0,
2021-01-31 12:56:37,PRESENCE,1,
2021-01-31 13:09:40,PRESENCE,0,
2021-01-31 13:11:38,PRESENCE,1,
2021-01-31 13:15:44,PRESENCE,0,
2021-01-31 16:52:15,PRESENCE,1,
2021-01-31 16:56:21,PRESENCE,0,
2021-01-31 17:02:59,PRESENCE,1,
2021-01-31 17:08:21,PRESENCE,0,
2021-01-31 17:18:10,PRESENCE,1,
2021-01-31 17:24:33,PRESENCE,0,
2021-01-31 17:31:11,PRESENCE,1,
2021-01-31 17:51:14,PRESENCE,0,
2021-01-31 17:51:15,PRESENCE,1,
2021-01-31 18:02:42,PRESENCE,0,
2021-01-31 18:14:52,PRESENCE,1,
2021-01-31 18:24:51,PRESENCE,0,
2021-01-31 18:50:53,PRESENCE,1,
2021-01-31 18:55:32,PRESENCE,0,
2021-01-31 20:13:05,PRESENCE,1,
2021-01-31 20:17:32,PRESENCE,0,
2021-01-31 21:02:45,PRESENCE,1,
2021-01-31 21:16:49,PRESENCE,0,
2021-02-01 05:14:36,PRESENCE,1,
2021-02-01 05:27:33,PRESENCE,0,
2021-02-01 05:31:07,PRESENCE,1,
2021-02-01 05:35:37,PRESENCE,0,
2021-02-01 06:16:02,PRESENCE,1,
2021-02-01 06:23:27,PRESENCE,0,
2021-02-01 06:35:24,PRESENCE,1,
2021-02-01 06:39:49,PRESENCE,0,
2021-02-01 06:40:27,PRESENCE,1,
2021-02-01 06:45:29,PRESENCE,0,
2021-02-01 07:05:39,PRESENCE,1,
2021-02-01 07:13:50,PRESENCE,0,
2021-02-01 07:17:57,PRESENCE,1,
2021-02-01 07:23:25,PRESENCE,0,
2021-02-01 07:31:29,PRESENCE,1,
2021-02-01 07:37:02,PRESENCE,0,
2021-02-01 08:14:29,PRESENCE,1,
2021-02-01 08:18:48,PRESENCE,0,
2021-02-01 08:35:19,PRESENCE,1,
2021-02-01 08:48:08,PRESENCE,0,
2021-02-01 08:48:13,PRESENCE,1,
2021-02-01 08:52:19,PRESENCE,0,
2021-02-01 09:03:56,PRESENCE,1,
2021-02-01 09:11:44,PRESENCE,0,
2021-02-01 09:20:59,PRESENCE,1,
2021-02-01 09:26:08,PRESENCE,0,
2021-02-01 09:45:08,PRESENCE,1,
2021-02-01 09:50:36,PRESENCE,0,
2021-02-01 09:58:49,PRESENCE,1,
2021-02-01 10:02:55,PRESENCE,0,
2021-02-01 10:03:00,PRESENCE,1,
2021-02-01 10:08:18,PRESENCE,0,
2021-02-01 10:32:57,PRESENCE,1,
2021-02-01 10:37:25,PRESENCE,0,
2021-02-01 10:56:25,PRESENCE,1,
2021-02-01 11:07:59,PRESENCE,0,
2021-02-01 11:19:38,PRESENCE,1,
2021-02-01 11:33:59,PRESENCE,0,
2021-02-01 11:35:44,PRESENCE,1,
2021-02-01 11:40:58,PRESENCE,0,
2021-02-01 11:42:06,PRESENCE,1,
2021-02-01 11:50:43,PRESENCE,0,
2021-02-01 11:52:28,PRESENCE,1,
2021-02-01 11:58:25,PRESENCE,0,
2021-02-01 11:58:51,PRESENCE,1,
2021-02-01 12:10:32,PRESENCE,0,
2021-02-01 12:59:37,PRESENCE,1,
2021-02-01 13:03:42,PRESENCE,0,
2021-02-01 13:11:06,PRESENCE,1,
2021-02-01 13:15:13,PRESENCE,0,
2021-02-01 13:24:37,PRESENCE,1,
2021-02-01 13:29:19,PRESENCE,0,
2021-02-01 13:31:05,PRESENCE,1,
2021-02-01 13:53:17,PRESENCE,0,
2021-02-01 14:59:06,PRESENCE,1,
2021-02-01 15:12:05,PRESENCE,0,
2021-02-01 17:19:06,PRESENCE,1,
2021-02-01 17:26:40,PRESENCE,0,
2021-02-01 17:51:22,PRESENCE,1,
2021-02-01 17:55:28,PRESENCE,0,
2021-02-01 17:59:06,PRESENCE,1,
2021-02-01 18:03:13,PRESENCE,0,
2021-02-01 18:08:06,PRESENCE,1,
2021-02-01 18:12:18,PRESENCE,0,
2021-02-01 18:14:47,PRESENCE,1,
2021-02-01 18:20:59,PRESENCE,0,
2021-02-01 18:32:11,PRESENCE,1,
2021-02-01 18:42:42,PRESENCE,0,
2021-02-01 18:44:19,PRESENCE,1,
2021-02-01 18:48:31,PRESENCE,0,
2021-02-01 18:49:00,PRESENCE,1,
2021-02-01 18:53:29,PRESENCE,0,
2021-02-01 18:53:34,PRESENCE,1,
2021-02-01 18:57:55,PRESENCE,0,
2021-02-01 19:01:43,PRESENCE,1,
2021-02-01 19:18:13,PRESENCE,0,
2021-02-01 19:21:53,PRESENCE,1,
2021-02-01 19:26:04,PRESENCE,0,
2021-02-02 05:02:46,PRESENCE,1,
2021-02-02 05:13:00,PRESENCE,0,
2021-02-02 05:15:57,PRESENCE,1,
2021-02-02 05:20:25,PRESENCE,0,
2021-02-02 06:09:59,PRESENCE,1,
2021-02-02 06:17:19,PRESENCE,0,
2021-02-02 06:24:19,PRESENCE,1,
2021-02-02 06:31:31,PRESENCE,0,
2021-02-02 06:33:03,PRESENCE,1,
2021-02-02 06:44:43,PRESENCE,0,
2021-02-02 06:46:11,PRESENCE,1,
2021-02-02 06:58:56,PRESENCE,0,
2021-02-02 07:03:17,PRESENCE,1,
2021-02-02 07:07:53,PRESENCE,0,
2021-02-02 07:29:31,PRESENCE,1,
2021-02-02 07:38:12,PRESENCE,0,
2021-02-02 07:57:03,PRESENCE,1,
2021-02-02 08:02:22,PRESENCE,0,
2021-02-02 09:48:09,PRESENCE,1,
2021-02-02 09:57:52,PRESENCE,0,
2021-02-02 10:15:45,PRESENCE,1,
2021-02-02 10:21:03,PRESENCE,0,
2021-02-02 10:30:04,PRESENCE,1,
2021-02-02 10:34:40,PRESENCE,0,
2021-02-02 13:04:20,PRESENCE,1,
2021-02-02 13:08:27,PRESENCE,0,
2021-02-02 13:09:35,PRESENCE,1,
2021-02-02 13:30:41,PRESENCE,0,
2021-02-02 13:31:29,PRESENCE,1,
2021-02-02 13:47:02,PRESENCE,0,
2021-02-02 13:48:56,PRESENCE,1,
2021-02-02 14:00:20,PRESENCE,0,
2021-02-02 15:28:59,PRESENCE,1,
2021-02-02 15:33:06,PRESENCE,0,
2021-02-02 15:34:20,PRESENCE,1,
2021-02-02 15:38:31,PRESENCE,0,
2021-02-02 15:39:30,PRESENCE,1,
2021-02-02 15:44:52,PRESENCE,0,
2021-02-02 16:26:54,PRESENCE,1,
2021-02-02 16:37:30,PRESENCE,0,
2021-02-02 16:41:51,PRESENCE,1,
2021-02-02 16:45:57,PRESENCE,0,
2021-02-02 17:05:46,PRESENCE,1,
2021-02-02 17:10:30,PRESENCE,0,
2021-02-02 17:12:14,PRESENCE,1,
2021-02-02 17:19:11,PRESENCE,0,
2021-02-02 17:19:33,PRESENCE,1,
2021-02-02 17:48:08,PRESENCE,0,
2021-02-02 17:49:49,PRESENCE,1,
2021-02-02 17:54:00,PRESENCE,0,
2021-02-02 17:58:45,PRESENCE,1,
2021-02-02 18:09:02,PRESENCE,0,
2021-02-02 18:19:45,PRESENCE,1,
2021-02-02 18:31:18,PRESENCE,0,
2021-02-02 18:34:12,PRESENCE,1,
2021-02-02 18:38:27,PRESENCE,0,
2021-02-02 19:15:57,PRESENCE,1,
2021-02-02 19:20:45,PRESENCE,0,
2021-02-02 20:52:16,PRESENCE,1,
2021-02-02 21:05:57,PRESENCE,0,
2021-02-02 21:14:41,PRESENCE,1,
2021-02-02 21:19:11,PRESENCE,0,
2021-02-03 06:15:30,PRESENCE,1,
2021-02-03 06:28:40,PRESENCE,0,
2021-02-03 06:37:59,PRESENCE,1,
2021-02-03 06:45:48,PRESENCE,0,
2021-02-03 07:01:03,PRESENCE,1,
2021-02-03 07:09:53,PRESENCE,0,
2021-02-03 07:14:18,PRESENCE,1,
2021-02-03 07:18:25,PRESENCE,0,
2021-02-03 07:36:45,PRESENCE,1,
2021-02-03 07:41:46,PRESENCE,0,
2021-02-03 08:35:46,PRESENCE,1,
2021-02-03 08:40:27,PRESENCE,0,
2021-02-03 10:04:44,PRESENCE,1,
2021-02-03 10:09:54,PRESENCE,0,
2021-02-03 10:14:36,PRESENCE,1,
2021-02-03 10:19:46,PRESENCE,0,
2021-02-03 10:41:00,PRESENCE,1,
2021-02-03 10:45:19,PRESENCE,0,
2021-02-03 11:25:52,PRESENCE,1,
2021-02-03 11:34:30,PRESENCE,0,
2021-02-03 11:37:43,PRESENCE,1,
2021-02-03 11:42:02,PRESENCE,0,
2021-02-03 11:43:30,PRESENCE,1,
2021-02-03 11:49:23,PRESENCE,0,
2021-02-03 11:54:55,PRESENCE,1,
2021-02-03 12:05:00,PRESENCE,0,
2021-02-03 12:11:53,PRESENCE,1,
2021-02-03 12:24:53,PRESENCE,0,
2021-02-03 12:26:00,PRESENCE,1,
2021-02-03 12:31:12,PRESENCE,0,
2021-02-03 13:41:19,PRESENCE,1,
2021-02-03 13:49:08,PRESENCE,0,
2021-02-03 13:51:37,PRESENCE,1,
2021-02-03 13:56:22,PRESENCE,0,
2021-02-03 14:30:50,PRESENCE,1,
2021-02-03 14:39:46,PRESENCE,0,
2021-02-03 18:05:08,PRESENCE,1,
2021-02-03 18:17:08,PRESENCE,0,
2021-02-03 18:21:14,PRESENCE,1,
2021-02-03 18:30:15,PRESENCE,0,
2021-02-03 18:33:25,PRESENCE,1,
2021-02-03 18:40:25,PRESENCE,0,
2021-02-03 18:46:50,PRESENCE,1,
2021-02-03 18:56:02,PRESENCE,0,
2021-02-03 19:00:39,PRESENCE,1,
2021-02-03 19:11:26,PRESENCE,0,
2021-02-03 22:00:33,PRESENCE,1,
2021-02-03 22:05:27,PRESENCE,0,
2021-02-04 03:57:40,PRESENCE,1,
2021-02-04 04:10:08,PRESENCE,0,
2021-02-04 04:14:36,PRESENCE,1,
2021-02-04 04:19:01,PRESENCE,0,
2021-02-04 06:36:52,PRESENCE,1,
2021-02-04 06:43:14,PRESENCE,0,
2021-02-04 06:46:29,PRESENCE,1,
2021-02-04 06:51:48,PRESENCE,0,
2021-02-04 06:53:56,PRESENCE,1,
2021-02-04 06:59:23,PRESENCE,0,
2021-02-04 06:59:35,PRESENCE,1,
2021-02-04 07:07:02,PRESENCE,0,
2021-02-04 07:07:21,PRESENCE,1,
2021-02-04 07:11:46,PRESENCE,0,
2021-02-04 07:16:35,PRESENCE,1,
2021-02-04 07:22:55,PRESENCE,0,
2021-02-04 07:25:36,PRESENCE,1,
2021-02-04 07:30:37,PRESENCE,0,
2021-02-04 07:48:06,PRESENCE,1,
2021-02-04 07:53:08,PRESENCE,0,
2021-02-04 07:54:24,PRESENCE,1,
2021-02-04 07:58:38,PRESENCE,0,
2021-02-04 07:59:13,PRESENCE,1,
2021-02-04 08:04:05,PRESENCE,0,
2021-02-04 08:52:43,PRESENCE,1,
2021-02-04 09:00:53,PRESENCE,0,
2021-02-04 09:12:50,PRESENCE,1,
2021-02-04 09:43:00,PRESENCE,0,
2021-02-04 10:13:12,PRESENCE,1,
2021-02-04 10:17:26,PRESENCE,0,
2021-02-04 10:25:48,PRESENCE,1,
2021-02-04 10:37:36,PRESENCE,0,
2021-02-04 10:39:28,PRESENCE,1,
2021-02-04 10:44:15,PRESENCE,0,
2021-02-04 10:48:17,PRESENCE,1,
2021-02-04 10:52:37,PRESENCE,0,
2021-02-04 11:04:27,PRESENCE,1,
2021-02-04 11:11:12,PRESENCE,0,
2021-02-04 11:12:30,PRESENCE,1,
2021-02-04 11:17:41,PRESENCE,0,
2021-02-04 11:20:27,PRESENCE,1,
2021-02-04 11:26:57,PRESENCE,0,
2021-02-04 11:32:28,PRESENCE,1,
2021-02-04 11:39:00,PRESENCE,0,
2021-02-04 11:39:07,PRESENCE,1,
2021-02-04 11:44:12,PRESENCE,0,
2021-02-04 11:44:20,PRESENCE,1,
2021-02-04 11:55:55,PRESENCE,0,
2021-02-04 11:56:46,PRESENCE,1,
2021-02-04 12:09:09,PRESENCE,0,
2021-02-04 12:16:53,PRESENCE,1,
2021-02-04 12:23:15,PRESENCE,0,
2021-02-04 13:26:08,PRESENCE,1,
2021-02-04 13:35:38,PRESENCE,0,
2021-02-04 13:43:59,PRESENCE,1,
2021-02-04 13:48:05,PRESENCE,0,
2021-02-04 14:02:44,PRESENCE,1,
2021-02-04 14:06:51,PRESENCE,0,
2021-02-04 14:17:24,PRESENCE,1,
2021-02-04 14:22:01,PRESENCE,0,
2021-02-04 14:24:59,PRESENCE,1,
2021-02-04 14:32:12,PRESENCE,0,
2021-02-04 17:30:49,PRESENCE,1,
2021-02-04 17:40:10,PRESENCE,0,
2021-02-04 18:11:41,PRESENCE,1,
2021-02-04 18:17:34,PRESENCE,0,
2021-02-04 18:51:14,PRESENCE,1,
2021-02-04 18:55:20,PRESENCE,0,
2021-02-04 19:00:24,PRESENCE,1,
2021-02-04 19:04:31,PRESENCE,0,
2021-02-04 19:04:55,PRESENCE,1,
2021-02-04 19:13:06,PRESENCE,0,
2021-02-04 19:13:31,PRESENCE,1,
2021-02-04 19:25:49,PRESENCE,0,
2021-02-04 19:35:16,PRESENCE,1,
2021-02-04 19:41:03,PRESENCE,0,
2021-02-04 19:43:28,PRESENCE,1,
2021-02-04 19:48:11,PRESENCE,0,
2021-02-04 19:49:09,PRESENCE,1,
2021-02-04 19:58:37,PRESENCE,0,
2021-02-04 20:14:18,PRESENCE,1,
2021-02-04 20:19:10,PRESENCE,0,
2021-02-04 20:33:48,PRESENCE,1,
2021-02-04 20:37:54,PRESENCE,0,
2021-02-04 22:31:00,PRESENCE,1,
2021-02-04 22:36:28,PRESENCE,0,
2021-02-05 05:13:44,PRESENCE,1,
2021-02-05 05:29:44,PRESENCE,0,
2021-02-05 05:32:53,PRESENCE,1,
2021-02-05 05:37:48,PRESENCE,0,
2021-02-05 07:37:12,PRESENCE,1,
2021-02-05 07:43:13,PRESENCE,0,
2021-02-05 07:44:14,PRESENCE,1,
2021-02-05 07:48:20,PRESENCE,0,
2021-02-05 07:57:18,PRESENCE,1,
2021-02-05 08:07:03,PRESENCE,0,
2021-02-05 08:09:20,PRESENCE,1,
2021-02-05 08:13:52,PRESENCE,0,
2021-02-05 08:37:04,PRESENCE,1,
2021-02-05 08:44:48,PRESENCE,0,
2021-02-05 09:40:25,PRESENCE,1,
2021-02-05 09:45:39,PRESENCE,0,
2021-02-05 09:59:19,PRESENCE,1,
2021-02-05 10:08:44,PRESENCE,0,
2021-02-05 10:16:39,PRESENCE,1,
2021-02-05 10:20:48,PRESENCE,0,
2021-02-05 10:29:58,PRESENCE,1,
2021-02-05 10:35:32,PRESENCE,0,
2021-02-05 10:44:50,PRESENCE,1,
2021-02-05 11:00:09,PRESENCE,0,
2021-02-05 12:05:15,PRESENCE,1,
2021-02-05 12:13:01,PRESENCE,0,
2021-02-05 12:14:25,PRESENCE,1,
2021-02-05 12:36:07,PRESENCE,0,
2021-02-05 12:44:21,PRESENCE,1,
2021-02-05 12:51:39,PRESENCE,0,
2021-02-05 12:52:58,PRESENCE,1,
2021-02-05 12:57:38,PRESENCE,0,
2021-02-05 13:05:13,PRESENCE,1,
2021-02-05 13:10:42,PRESENCE,0,
2021-02-05 13:31:31,PRESENCE,1,
2021-02-05 13:38:24,PRESENCE,0,
2021-02-05 13:41:27,PRESENCE,1,
2021-02-05 13:45:41,PRESENCE,0,
2021-02-05 15:51:39,PRESENCE,1,
2021-02-05 15:55:59,PRESENCE,0,
2021-02-05 16:18:22,PRESENCE,1,
2021-02-05 16:31:41,PRESENCE,0,
2021-02-05 16:31:42,PRESENCE,1,
2021-02-05 16:37:47,PRESENCE,0,
2021-02-05 16:41:54,PRESENCE,1,
2021-02-05 16:47:07,PRESENCE,0,
2021-02-05 16:50:30,PRESENCE,1,
2021-02-05 16:55:05,PRESENCE,0,
2021-02-05 16:55:32,PRESENCE,1,
2021-02-05 16:59:39,PRESENCE,0,
2021-02-05 17:01:31,PRESENCE,1,
2021-02-05 17:06:07,PRESENCE,0,
2021-02-05 17:07:34,PRESENCE,1,
2021-02-05 17:13:34,PRESENCE,0,
2021-02-05 17:14:49,PRESENCE,1,
2021-02-05 17:19:28,PRESENCE,0,
2021-02-05 17:38:47,PRESENCE,1,
2021-02-05 17:42:54,PRESENCE,0,
2021-02-05 17:45:16,PRESENCE,1,
2021-02-05 17:53:27,PRESENCE,0,
2021-02-05 17:57:18,PRESENCE,1,
2021-02-05 18:01:24,PRESENCE,0,
2021-02-05 18:20:01,PRESENCE,1,
2021-02-05 18:24:10,PRESENCE,0,
2021-02-05 18:24:56,PRESENCE,1,
2021-02-05 18:37:08,PRESENCE,0,
2021-02-05 18:38:58,PRESENCE,1,
2021-02-05 18:51:35,PRESENCE,0,
2021-02-05 19:11:16,PRESENCE,1,
2021-02-05 19:18:15,PRESENCE,0,
2021-02-05 21:12:11,PRESENCE,1,
2021-02-05 21:18:45,PRESENCE,0,
2021-02-05 21:22:43,PRESENCE,1,
2021-02-05 21:26:50,PRESENCE,0,
2021-02-06 04:35:45,PRESENCE,1,
2021-02-06 04:43:01,PRESENCE,0,
2021-02-06 04:43:18,PRESENCE,1,
2021-02-06 04:48:31,PRESENCE,0,
2021-02-06 06:11:36,PRESENCE,1,
2021-02-06 06:21:31,PRESENCE,0,
2021-02-06 06:23:39,PRESENCE,1,
2021-02-06 06:27:45,PRESENCE,0,
2021-02-06 09:55:41,PRESENCE,1,
2021-02-06 10:02:29,PRESENCE,0,
2021-02-06 10:02:58,PRESENCE,1,
2021-02-06 10:09:04,PRESENCE,0,
2021-02-06 10:22:39,PRESENCE,1,
2021-02-06 10:26:46,PRESENCE,0,
2021-02-06 10:37:04,PRESENCE,1,
2021-02-06 10:54:15,PRESENCE,0,
2021-02-06 11:02:04,PRESENCE,1,
2021-02-06 11:10:05,PRESENCE,0,
2021-02-06 11:35:26,PRESENCE,1,
2021-02-06 11:43:53,PRESENCE,0,
2021-02-06 11:44:03,PRESENCE,1,
2021-02-06 11:48:10,PRESENCE,0,
2021-02-06 11:52:21,PRESENCE,1,
2021-02-06 11:57:40,PRESENCE,0,
2021-02-06 12:09:09,PRESENCE,1,
2021-02-06 12:13:59,PRESENCE,0,
2021-02-06 12:36:09,PRESENCE,1,
2021-02-06 12:40:43,PRESENCE,0,
2021-02-06 13:24:00,PRESENCE,1,
2021-02-06 13:28:41,PRESENCE,0,
2021-02-06 13:30:14,PRESENCE,1,
2021-02-06 13:45:59,PRESENCE,0,
2021-02-06 13:59:15,PRESENCE,1,
2021-02-06 14:03:31,PRESENCE,0,
2021-02-06 14:22:25,PRESENCE,1,
2021-02-06 14:28:28,PRESENCE,0,
2021-02-06 14:32:17,PRESENCE,1,
2021-02-06 14:43:17,PRESENCE,0,
2021-02-06 15:18:36,PRESENCE,1,
2021-02-06 15:25:14,PRESENCE,0,
2021-02-06 15:26:36,PRESENCE,1,
2021-02-06 15:35:02,PRESENCE,0,
2021-02-06 15:50:29,PRESENCE,1,
2021-02-06 15:55:00,PRESENCE,0,
2021-02-06 16:05:02,PRESENCE,1,
2021-02-06 16:10:25,PRESENCE,0,
2021-02-06 17:25:21,PRESENCE,1,
2021-02-06 17:29:47,PRESENCE,0,
2021-02-06 18:58:23,PRESENCE,1,
2021-02-06 19:04:17,PRESENCE,0,
2021-02-06 19:12:06,PRESENCE,1,
2021-02-06 19:27:06,PRESENCE,0,
2021-02-06 19:27:25,PRESENCE,1,
2021-02-06 19:32:20,PRESENCE,0,
2021-02-06 19:33:32,PRESENCE,1,
2021-02-06 19:44:41,PRESENCE,0,
2021-02-06 19:45:23,PRESENCE,1,
2021-02-06 19:53:20,PRESENCE,0,
2021-02-06 19:54:36,PRESENCE,1,
2021-02-06 19:58:41,PRESENCE,0,
2021-02-06 20:05:07,PRESENCE,1,
2021-02-06 20:17:25,PRESENCE,0,
2021-02-06 21:43:24,PRESENCE,1,
2021-02-06 21:52:03,PRESENCE,0,
2021-02-07 05:15:31,PRESENCE,1,
2021-02-07 05:19:40,PRESENCE,0,
2021-02-07 05:20:02,PRESENCE,1,
2021-02-07 05:26:14,PRESENCE,0,
2021-02-07 05:28:38,PRESENCE,1,
2021-02-07 05:33:14,PRESENCE,0,
2021-02-07 07:41:46,PRESENCE,1,
2021-02-07 07:51:56,PRESENCE,0,
2021-02-07 08:01:23,PRESENCE,1,
2021-02-07 08:09:12,PRESENCE,0,
2021-02-07 08:10:42,PRESENCE,1,
2021-02-07 08:16:29,PRESENCE,0,
2021-02-07 08:24:09,PRESENCE,1,
2021-02-07 08:29:18,PRESENCE,0,
2021-02-07 08:30:08,PRESENCE,1,
2021-02-07 08:35:58,PRESENCE,0,
2021-02-07 08:38:04,PRESENCE,1,
2021-02-07 08:42:28,PRESENCE,0,
2021-02-07 08:51:09,PRESENCE,1,
2021-02-07 08:55:54,PRESENCE,0,
2021-02-07 09:16:18,PRESENCE,1,
2021-02-07 09:21:26,PRESENCE,0,
2021-02-07 10:18:23,PRESENCE,1,
2021-02-07 10:22:34,PRESENCE,0,
2021-02-07 11:22:12,PRESENCE,1,
2021-02-07 11:26:53,PRESENCE,0,
2021-02-07 11:29:29,PRESENCE,1,
2021-02-07 11:47:41,PRESENCE,0,
2021-02-07 11:50:40,PRESENCE,1,
2021-02-07 12:08:09,PRESENCE,0,
2021-02-07 12:08:14,PRESENCE,1,
2021-02-07 12:22:37,PRESENCE,0,
2021-02-07 12:55:41,PRESENCE,1,
2021-02-07 13:00:17,PRESENCE,0,
2021-02-07 13:03:07,PRESENCE,1,
2021-02-07 13:07:13,PRESENCE,0,
2021-02-07 13:24:09,PRESENCE,1,
2021-02-07 13:28:15,PRESENCE,0,
2021-02-07 13:55:09,PRESENCE,1,
2021-02-07 14:00:03,PRESENCE,0,
2021-02-07 16:20:42,PRESENCE,1,
2021-02-07 16:26:29,PRESENCE,0,
2021-02-07 16:39:18,PRESENCE,1,
2021-02-07 16:43:29,PRESENCE,0,
2021-02-07 17:42:53,PRESENCE,1,
2021-02-07 17:47:56,PRESENCE,0,
2021-02-07 17:48:05,PRESENCE,1,
2021-02-07 17:54:08,PRESENCE,0,
2021-02-07 17:54:36,PRESENCE,1,
2021-02-07 18:00:26,PRESENCE,0,
2021-02-07 18:02:18,PRESENCE,1,
2021-02-07 18:14:31,PRESENCE,0,
2021-02-07 18:21:51,PRESENCE,1,
2021-02-07 18:28:52,PRESENCE,0,
2021-02-07 18:33:21,PRESENCE,1,
2021-02-07 18:37:44,PRESENCE,0,
2021-02-07 18:40:00,PRESENCE,1,
2021-02-07 18:44:56,PRESENCE,0,
2021-02-07 20:06:11,PRESENCE,1,
2021-02-07 20:10:51,PRESENCE,0,
2021-02-07 20:12:26,PRESENCE,1,
2021-02-07 20:19:26,PRESENCE,0,
2021-02-08 05:10:00,PRESENCE,1,
2021-02-08 05:20:58,PRESENCE,0,
2021-02-08 05:22:35,PRESENCE,1,
2021-02-08 05:27:12,PRESENCE,0,
2021-02-08 07:02:29,PRESENCE,1,
2021-02-08 07:08:46,PRESENCE,0,
2021-02-08 07:12:13,PRESENCE,1,
2021-02-08 07:16:22,PRESENCE,0,
2021-02-08 07:25:42,PRESENCE,1,
2021-02-08 07:34:22,PRESENCE,0,
2021-02-08 07:39:02,PRESENCE,1,
2021-02-08 07:52:28,PRESENCE,0,
2021-02-08 08:11:47,PRESENCE,1,
2021-02-08 08:15:59,PRESENCE,0,
2021-02-08 08:19:56,PRESENCE,1,
2021-02-08 08:25:25,PRESENCE,0,
2021-02-08 08:28:13,PRESENCE,1,
2021-02-08 08:32:48,PRESENCE,0,
2021-02-08 09:30:54,PRESENCE,1,
2021-02-08 09:35:12,PRESENCE,0,
2021-02-08 10:02:03,PRESENCE,1,
2021-02-08 10:06:09,PRESENCE,0,
2021-02-08 10:38:57,PRESENCE,1,
2021-02-08 10:50:03,PRESENCE,0,
2021-02-08 11:03:01,PRESENCE,1,
2021-02-08 11:07:48,PRESENCE,0,
2021-02-08 11:14:02,PRESENCE,1,
2021-02-08 11:22:23,PRESENCE,0,
2021-02-08 11:22:54,PRESENCE,1,
2021-02-08 11:27:50,PRESENCE,0,
2021-02-08 11:27:56,PRESENCE,1,
2021-02-08 11:32:03,PRESENCE,0,
2021-02-08 11:36:37,PRESENCE,1,
2021-02-08 11:43:43,PRESENCE,0,
2021-02-08 11:45:42,PRESENCE,1,
2021-02-08 12:04:11,PRESENCE,0,
2021-02-08 12:22:24,PRESENCE,1,
2021-02-08 12:27:06,PRESENCE,0,
2021-02-08 13:07:56,PRESENCE,1,
2021-02-08 13:12:27,PRESENCE,0,
2021-02-08 13:13:39,PRESENCE,1,
2021-02-08 13:18:29,PRESENCE,0,
2021-02-08 13:20:14,PRESENCE,1,
2021-02-08 13:36:28,PRESENCE,0,
2021-02-08 14:16:20,PRESENCE,1,
2021-02-08 14:21:23,PRESENCE,0,
2021-02-08 14:33:26,PRESENCE,1,
2021-02-08 14:37:32,PRESENCE,0,
2021-02-08 14:39:04,PRESENCE,1,
2021-02-08 14:48:05,PRESENCE,0,
2021-02-08 15:44:18,PRESENCE,1,
2021-02-08 15:49:36,PRESENCE,0,
2021-02-08 15:50:47,PRESENCE,1,
2021-02-08 15:57:23,PRESENCE,0,
2021-02-08 16:02:33,PRESENCE,1,
2021-02-08 16:06:58,PRESENCE,0,
2021-02-08 18:17:46,PRESENCE,1,
2021-02-08 18:25:42,PRESENCE,0,
2021-02-08 18:31:43,PRESENCE,1,
2021-02-08 18:36:11,PRESENCE,0,
2021-02-08 19:30:45,PRESENCE,1,
2021-02-08 19:35:07,PRESENCE,0,
2021-02-08 19:38:45,PRESENCE,1,
2021-02-08 19:45:02,PRESENCE,0,
2021-02-08 19:47:54,PRESENCE,1,
2021-02-08 19:54:51,PRESENCE,0,
2021-02-08 19:56:41,PRESENCE,1,
2021-02-08 20:03:44,PRESENCE,0,
2021-02-08 20:04:17,PRESENCE,1,
2021-02-08 20:11:26,PRESENCE,0,
2021-02-08 20:23:51,PRESENCE,1,
2021-02-08 20:30:36,PRESENCE,0,
2021-02-08 20:31:38,PRESENCE,1,
2021-02-08 20:38:33,PRESENCE,0,
2021-02-08 21:01:05,PRESENCE,1,
2021-02-08 21:05:16,PRESENCE,0,
2021-02-09 02:04:53,PRESENCE,1,
2021-02-09 02:17:49,PRESENCE,0,
2021-02-09 02:19:07,PRESENCE,1,
2021-02-09 02:24:29,PRESENCE,0,
2021-02-09 07:17:35,PRESENCE,1,
2021-02-09 07:26:23,PRESENCE,0,
2021-02-09 07:27:36,PRESENCE,1,
2021-02-09 07:39:00,PRESENCE,0,
2021-02-09 07:46:26,PRESENCE,1,
2021-02-09 07:56:37,PRESENCE,0,
2021-02-09 07:57:09,PRESENCE,1,
2021-02-09 08:01:54,PRESENCE,0,
2021-02-09 08:14:55,PRESENCE,1,
2021-02-09 08:20:29,PRESENCE,0,
2021-02-09 08:47:46,PRESENCE,1,
2021-02-09 08:53:52,PRESENCE,0,
2021-02-09 08:57:08,PRESENCE,1,
2021-02-09 09:11:28,PRESENCE,0,
